"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2020-12-31 23:00:00","2021-01-01 00:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10899485,10899485,0.60500299930573,3939727,0.36142525076866
"2021-01-01 00:00:00","2021-01-01 01:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10180546,10180546,0.56508350372314,3646349,0.35813999176025
"2021-01-01 01:00:00","2021-01-01 02:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9166898,9166898,0.50880801677704,3201484,0.34921026229858
"2021-01-01 02:00:00","2021-01-01 03:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,8063011,8063011,0.44752675294876,2739129,0.33963450789452
"2021-01-01 03:00:00","2021-01-01 04:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,7712362,7712362,0.42805451154709,2552202,0.33091524243355
"2021-01-01 04:00:00","2021-01-01 05:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,7898391,7898391,0.43836924433708,2622654,0.3320415019989
"2021-01-01 05:00:00","2021-01-01 06:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,8269805,8269805,0.45897275209427,2730816,0.33021700382233
"2021-01-01 06:00:00","2021-01-01 07:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,8596454,8596454,0.47709074616432,2872574,0.33413526415825
"2021-01-01 07:00:00","2021-01-01 08:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9032946,9032946,0.50130397081375,3091592,0.3422332406044
"2021-01-01 08:00:00","2021-01-01 09:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10269590,10269590,0.56992101669312,3539842,0.34471750259399
"2021-01-01 09:00:00","2021-01-01 10:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11621320,11621320,0.64492177963257,3921629,0.33752301335335
"2021-01-01 10:00:00","2021-01-01 11:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12562014,12562014,0.69710898399353,4037428,0.32149049639702
"2021-01-01 11:00:00","2021-01-01 12:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,13220779,13220779,0.73364925384521,4083067,0.30886349081993
