"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2023-12-31 23:00:00","2024-01-01 00:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 00:00:00","2024-01-01 01:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 01:00:00","2024-01-01 02:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 02:00:00","2024-01-01 03:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 03:00:00","2024-01-01 04:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 04:00:00","2024-01-01 05:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 05:00:00","2024-01-01 06:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 06:00:00","2024-01-01 07:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 07:00:00","2024-01-01 08:00:00",Nederland,Solar,Hour,UTC,Providing,Current,2452,2452,0.00012033025268465,0,0
"2024-01-01 08:00:00","2024-01-01 09:00:00",Nederland,Solar,Hour,UTC,Providing,Current,228896,228896,0.011232770048082,0,0
"2024-01-01 09:00:00","2024-01-01 10:00:00",Nederland,Solar,Hour,UTC,Providing,Current,1079417,1079417,0.052970051765442,0,0
"2024-01-01 10:00:00","2024-01-01 11:00:00",Nederland,Solar,Hour,UTC,Providing,Current,2337217,2337217,0.11469192802906,0,0
"2024-01-01 11:00:00","2024-01-01 12:00:00",Nederland,Solar,Hour,UTC,Providing,Current,2727989,2727989,0.13386525213718,0,0
"2024-01-01 12:00:00","2024-01-01 13:00:00",Nederland,Solar,Hour,UTC,Providing,Current,3055438,3055438,0.14993099868298,0,0
"2024-01-01 13:00:00","2024-01-01 14:00:00",Nederland,Solar,Hour,UTC,Providing,Current,2760618,2760618,0.13546174764633,0,0
"2024-01-01 14:00:00","2024-01-01 15:00:00",Nederland,Solar,Hour,UTC,Providing,Current,1942520,1942520,0.095316626131535,0,0
"2024-01-01 15:00:00","2024-01-01 16:00:00",Nederland,Solar,Hour,UTC,Providing,Current,238771,238771,0.011715959757566,0,0
"2024-01-01 16:00:00","2024-01-01 17:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 17:00:00","2024-01-01 18:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 18:00:00","2024-01-01 19:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 19:00:00","2024-01-01 20:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 20:00:00","2024-01-01 21:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 21:00:00","2024-01-01 22:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 22:00:00","2024-01-01 23:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 23:00:00","2024-01-02 00:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 00:00:00","2024-01-02 01:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 01:00:00","2024-01-02 02:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 02:00:00","2024-01-02 03:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 03:00:00","2024-01-02 04:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 04:00:00","2024-01-02 05:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 05:00:00","2024-01-02 06:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 06:00:00","2024-01-02 07:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 07:00:00","2024-01-02 08:00:00",Nederland,Solar,Hour,UTC,Providing,Current,2954,2954,0.00014490225294139,0,0
"2024-01-02 08:00:00","2024-01-02 09:00:00",Nederland,Solar,Hour,UTC,Providing,Current,199441,199441,0.0097830174490809,0,0
"2024-01-02 09:00:00","2024-01-02 10:00:00",Nederland,Solar,Hour,UTC,Providing,Current,1018085,1018085,0.049938548356295,0,0
"2024-01-02 10:00:00","2024-01-02 11:00:00",Nederland,Solar,Hour,UTC,Providing,Current,1555810,1555810,0.076313398778439,0,0
"2024-01-02 11:00:00","2024-01-02 12:00:00",Nederland,Solar,Hour,UTC,Providing,Current,1268352,1268352,0.062212325632572,0,0
"2024-01-02 12:00:00","2024-01-02 13:00:00",Nederland,Solar,Hour,UTC,Providing,Current,836965,836965,0.041052173823118,0,0
"2024-01-02 13:00:00","2024-01-02 14:00:00",Nederland,Solar,Hour,UTC,Providing,Current,739460,739460,0.036268975585699,0,0
"2024-01-02 14:00:00","2024-01-02 15:00:00",Nederland,Solar,Hour,UTC,Providing,Current,400295,400295,0.019633324816823,0,0
"2024-01-02 15:00:00","2024-01-02 16:00:00",Nederland,Solar,Hour,UTC,Providing,Current,41999,41999,0.0020598971750587,0,0
"2024-01-02 16:00:00","2024-01-02 17:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 17:00:00","2024-01-02 18:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 18:00:00","2024-01-02 19:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 19:00:00","2024-01-02 20:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 20:00:00","2024-01-02 21:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 21:00:00","2024-01-02 22:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 22:00:00","2024-01-02 23:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 23:00:00","2024-01-03 00:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-03 00:00:00","2024-01-03 01:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-03 01:00:00","2024-01-03 02:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-03 02:00:00","2024-01-03 03:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-03 03:00:00","2024-01-03 04:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-03 04:00:00","2024-01-03 05:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-03 05:00:00","2024-01-03 06:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-03 06:00:00","2024-01-03 07:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-03 07:00:00","2024-01-03 08:00:00",Nederland,Solar,Hour,UTC,Providing,Current,3012,3012,0.0001476829929743,0,0
"2024-01-03 08:00:00","2024-01-03 09:00:00",Nederland,Solar,Hour,UTC,Providing,Current,222520,222520,0.010910345241427,0,0
"2024-01-03 09:00:00","2024-01-03 10:00:00",Nederland,Solar,Hour,UTC,Providing,Current,1144031,1144031,0.056091848760843,0,0
"2024-01-03 10:00:00","2024-01-03 11:00:00",Nederland,Solar,Hour,UTC,Providing,Current,2320175,2320175,0.11375637352467,0,0
"2024-01-03 11:00:00","2024-01-03 12:00:00",Nederland,Solar,Hour,UTC,Providing,Current,2534483,2534483,0.12426125258207,0,0
"2024-01-03 12:00:00","2024-01-03 13:00:00",Nederland,Solar,Hour,UTC,Providing,Current,2552744,2552744,0.12515425682068,0,0
