"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2020-12-31 23:00:00","2021-01-01 00:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,256749,256749,0.11686900258064,0,0
"2021-01-01 00:00:00","2021-01-01 01:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,325500,325500,0.14816300570965,0,0
"2021-01-01 01:00:00","2021-01-01 02:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,332500,332500,0.15134949982166,0,0
"2021-01-01 02:00:00","2021-01-01 03:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,322749,322749,0.14691099524498,0,0
"2021-01-01 03:00:00","2021-01-01 04:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,351750,351750,0.16011199355125,0,0
"2021-01-01 04:00:00","2021-01-01 05:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,351999,351999,0.16022549569607,0,0
"2021-01-01 05:00:00","2021-01-01 06:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,392999,392999,0.17888824641705,0,0
"2021-01-01 06:00:00","2021-01-01 07:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,347500,347500,0.15817749500275,0,0
"2021-01-01 07:00:00","2021-01-01 08:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,338250,338250,0.15396699309349,0,0
"2021-01-01 08:00:00","2021-01-01 09:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,349249,349249,0.15897350013256,0,0
"2021-01-01 09:00:00","2021-01-01 10:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,294249,294249,0.13393850624561,0,0
"2021-01-01 10:00:00","2021-01-01 11:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,296250,296250,0.13484925031662,0,0
"2021-01-01 11:00:00","2021-01-01 12:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,343250,343250,0.15624299645424,0,0
"2021-01-01 12:00:00","2021-01-01 13:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,353501,353501,0.16090899705887,0,0
"2021-01-01 13:00:00","2021-01-01 14:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,360250,360250,0.16398100554943,0,0
"2021-01-01 14:00:00","2021-01-01 15:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,364000,364000,0.16568799316883,0,0
"2021-01-01 15:00:00","2021-01-01 16:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,306251,306251,0.1394014954567,0,0
"2021-01-01 16:00:00","2021-01-01 17:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,271000,271000,0.12335550040007,0,0
"2021-01-01 17:00:00","2021-01-01 18:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,290001,290001,0.13200449943542,0,0
"2021-01-01 18:00:00","2021-01-01 19:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,274749,274749,0.12506200373173,0,0
"2021-01-01 19:00:00","2021-01-01 20:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,290250,290250,0.13211800158024,0,0
"2021-01-01 20:00:00","2021-01-01 21:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,332749,332749,0.15146300196648,0,0
