"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2023-12-31 23:00:00","2024-01-01 00:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 00:00:00","2024-01-01 01:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 01:00:00","2024-01-01 02:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 02:00:00","2024-01-01 03:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 03:00:00","2024-01-01 04:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 04:00:00","2024-01-01 05:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 05:00:00","2024-01-01 06:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 06:00:00","2024-01-01 07:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 07:00:00","2024-01-01 08:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 08:00:00","2024-01-01 09:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 09:00:00","2024-01-01 10:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 10:00:00","2024-01-01 11:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 11:00:00","2024-01-01 12:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 12:00:00","2024-01-01 13:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 13:00:00","2024-01-01 14:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 14:00:00","2024-01-01 15:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,355,355,0.00035581123665906,0,0
"2024-01-01 15:00:00","2024-01-01 16:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,71,71,7.1162248787005E-5,0,0
"2024-01-01 16:00:00","2024-01-01 17:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 17:00:00","2024-01-01 18:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 18:00:00","2024-01-01 19:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 19:00:00","2024-01-01 20:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,426,426,0.00042697350727394,0,0
"2024-01-01 20:00:00","2024-01-01 21:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 21:00:00","2024-01-01 22:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 22:00:00","2024-01-01 23:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-01 23:00:00","2024-01-02 00:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 00:00:00","2024-01-02 01:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 01:00:00","2024-01-02 02:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 02:00:00","2024-01-02 03:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 03:00:00","2024-01-02 04:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 04:00:00","2024-01-02 05:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 05:00:00","2024-01-02 06:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 06:00:00","2024-01-02 07:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 07:00:00","2024-01-02 08:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 08:00:00","2024-01-02 09:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 09:00:00","2024-01-02 10:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 10:00:00","2024-01-02 11:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 11:00:00","2024-01-02 12:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 12:00:00","2024-01-02 13:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 13:00:00","2024-01-02 14:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 14:00:00","2024-01-02 15:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 15:00:00","2024-01-02 16:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 16:00:00","2024-01-02 17:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 17:00:00","2024-01-02 18:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 18:00:00","2024-01-02 19:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 19:00:00","2024-01-02 20:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 20:00:00","2024-01-02 21:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 21:00:00","2024-01-02 22:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 22:00:00","2024-01-02 23:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
"2024-01-02 23:00:00","2024-01-03 00:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,0,0,0,0,0
