"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2023-12-31 23:00:00","2024-01-01 00:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,2979500,2979500,1.3565050363541,0,0
"2024-01-01 00:00:00","2024-01-01 01:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,2995500,2995500,1.3637900352478,0,0
"2024-01-01 01:00:00","2024-01-01 02:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,3018249,3018249,1.3741500377655,0,0
"2024-01-01 02:00:00","2024-01-01 03:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,3029499,3029499,1.3792699575424,0,0
"2024-01-01 03:00:00","2024-01-01 04:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,3032500,3032500,1.3806400299072,0,0
"2024-01-01 04:00:00","2024-01-01 05:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,3040250,3040250,1.3841675519943,0,0
"2024-01-01 05:00:00","2024-01-01 06:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,2752249,2752249,1.2530424594879,0,0
"2024-01-01 06:00:00","2024-01-01 07:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,2672001,2672001,1.2165075540543,0,0
"2024-01-01 07:00:00","2024-01-01 08:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,2841000,2841000,1.293452501297,0,0
"2024-01-01 08:00:00","2024-01-01 09:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,2949501,2949501,1.3428499698639,0,0
"2024-01-01 09:00:00","2024-01-01 10:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,3046500,3046500,1.3870099782944,0,0
"2024-01-01 10:00:00","2024-01-01 11:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,3066500,3066500,1.3961174488068,0,0
"2024-01-01 11:00:00","2024-01-01 12:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,3016250,3016250,1.373237490654,0,0
"2024-01-01 12:00:00","2024-01-01 13:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,3014750,3014750,1.3725550174713,0,0
"2024-01-01 13:00:00","2024-01-01 14:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,3015500,3015500,1.3728950023651,0,0
"2024-01-01 14:00:00","2024-01-01 15:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,2850750,2850750,1.2978924512863,0,0
"2024-01-01 15:00:00","2024-01-01 16:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,2500998,2500998,1.1386524438858,0,0
"2024-01-01 16:00:00","2024-01-01 17:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,2418750,2418750,1.1012074947357,0,0
"2024-01-01 17:00:00","2024-01-01 18:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,2859500,2859500,1.3018749952316,0,0
"2024-01-01 18:00:00","2024-01-01 19:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,2724250,2724250,1.2402950525284,0,0
"2024-01-01 19:00:00","2024-01-01 20:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,2225000,2225000,1.0129972696304,0,0
"2024-01-01 20:00:00","2024-01-01 21:00:00",Nederland,WindOffshoreC,Hour,UTC,Providing,Current,2887750,2887750,1.3147350549698,0,0
