"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2023-12-31 23:00:00","2024-01-01 00:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12235880,12235880,0.38539901375771,903713,0.073857873678207
"2024-01-01 00:00:00","2024-01-01 01:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12369942,12369942,0.3896164894104,903172,0.0730135217309
"2024-01-01 01:00:00","2024-01-01 02:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12380739,12380739,0.38995149731636,906582,0.073224797844887
"2024-01-01 02:00:00","2024-01-01 03:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12461369,12461369,0.3924860060215,903571,0.072509974241257
"2024-01-01 03:00:00","2024-01-01 04:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12446451,12446451,0.39201125502586,892445,0.071702353656292
"2024-01-01 04:00:00","2024-01-01 05:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12448166,12448166,0.39206001162529,913514,0.073385328054428
"2024-01-01 05:00:00","2024-01-01 06:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12135273,12135273,0.38220050930977,918464,0.075697623193264
"2024-01-01 06:00:00","2024-01-01 07:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12185027,12185027,0.38376250863075,963555,0.07907472550869
"2024-01-01 07:00:00","2024-01-01 08:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12343846,12343846,0.38875949382782,967539,0.078387327492237
"2024-01-01 08:00:00","2024-01-01 09:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12572124,12572124,0.39594349265099,980802,0.078018896281719
"2024-01-01 09:00:00","2024-01-01 10:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,13254772,13254772,0.41743749380112,1010230,0.076226800680161
"2024-01-01 10:00:00","2024-01-01 11:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,14227858,14227858,0.44807726144791,995126,0.06998910009861
"2024-01-01 11:00:00","2024-01-01 12:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,14775979,14775979,0.4653334915638,971543,0.065751671791077
"2024-01-01 12:00:00","2024-01-01 13:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,15338913,15338913,0.4830549955368,972892,0.063430346548557
"2024-01-01 13:00:00","2024-01-01 14:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,15084424,15084424,0.47503474354744,979428,0.064942598342896
"2024-01-01 14:00:00","2024-01-01 15:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,13991860,13991860,0.44062224030495,1019177,0.073058925569057
"2024-01-01 15:00:00","2024-01-01 16:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11440901,11440901,0.36028450727463,1096512,0.096202597022057
"2024-01-01 16:00:00","2024-01-01 17:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10816787,10816787,0.34062623977661,1293570,0.11959274858236
"2024-01-01 17:00:00","2024-01-01 18:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10250338,10250338,0.32278400659561,1165094,0.11365400254726
"2024-01-01 18:00:00","2024-01-01 19:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9508416,9508416,0.29941698908806,1098126,0.115522749722
"2024-01-01 19:00:00","2024-01-01 20:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9056135,9056135,0.28517100214958,1125646,0.12429425120354
"2024-01-01 20:00:00","2024-01-01 21:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9416847,9416847,0.29652625322342,1028041,0.10917074978352
"2024-01-01 21:00:00","2024-01-01 22:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9058466,9058466,0.28523701429367,945628,0.10438700020313
"2024-01-01 22:00:00","2024-01-01 23:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9188659,9188659,0.28933298587799,920389,0.10017897188663
"2024-01-01 23:00:00","2024-01-02 00:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9052560,9052560,0.28504374623299,890959,0.098419822752476
"2024-01-02 00:00:00","2024-01-02 01:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9265110,9265110,0.29173275828362,863712,0.093264073133469
"2024-01-02 01:00:00","2024-01-02 02:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10232659,10232659,0.3221940100193,889508,0.086950346827507
"2024-01-02 02:00:00","2024-01-02 03:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10718119,10718119,0.33747500181198,894235,0.083432927727699
"2024-01-02 03:00:00","2024-01-02 04:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11184146,11184146,0.35214424133301,915839,0.081891596317291
"2024-01-02 04:00:00","2024-01-02 05:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11776807,11776807,0.37079998850822,1007657,0.085551202297211
"2024-01-02 05:00:00","2024-01-02 06:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11514421,11514421,0.36253374814987,1068170,0.092769771814346
"2024-01-02 06:00:00","2024-01-02 07:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12232606,12232606,0.38514098525047,1151476,0.094134196639061
"2024-01-02 07:00:00","2024-01-02 08:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12303163,12303163,0.38735750317574,1234889,0.10037229955196
"2024-01-02 08:00:00","2024-01-02 09:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12159661,12159661,0.38283449411392,1257697,0.10342124849558
"2024-01-02 09:00:00","2024-01-02 10:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11918911,11918911,0.37525001168251,1277840,0.10724449902773
"2024-01-02 10:00:00","2024-01-02 11:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11988226,11988226,0.37742725014687,1377119,0.11487074941397
"2024-01-02 11:00:00","2024-01-02 12:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12080941,12080941,0.38034126162529,1543576,0.12778325378895
"2024-01-02 12:00:00","2024-01-02 13:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11641310,11641310,0.36649575829506,1676096,0.14406000077724
"2024-01-02 13:00:00","2024-01-02 14:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11397590,11397590,0.35881826281548,1652580,0.14500649273396
"2024-01-02 14:00:00","2024-01-02 15:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11312682,11312682,0.35614076256752,1651710,0.14602050185204
"2024-01-02 15:00:00","2024-01-02 16:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11724500,11724500,0.36910024285316,1647430,0.14057500660419
"2024-01-02 16:00:00","2024-01-02 17:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12036069,12036069,0.37890374660492,1663310,0.13819749653339
"2024-01-02 17:00:00","2024-01-02 18:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12330235,12330235,0.38815951347351,1542651,0.12510600686073
"2024-01-02 18:00:00","2024-01-02 19:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10465917,10465917,0.32946598529816,1298866,0.12460149824619
"2024-01-02 19:00:00","2024-01-02 20:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9832611,9832611,0.30952548980713,1325437,0.13477900624275
"2024-01-02 20:00:00","2024-01-02 21:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9833708,9833708,0.30955624580383,1250814,0.12719374895096
"2024-01-02 21:00:00","2024-01-02 22:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9880237,9880237,0.31101673841476,1245771,0.12608975172043
"2024-01-02 22:00:00","2024-01-02 23:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10046996,10046996,0.31626200675964,1236341,0.12303774803877
"2024-01-02 23:00:00","2024-01-03 00:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,8910095,8910095,0.28047075867653,1009079,0.11323425173759
"2024-01-03 00:00:00","2024-01-03 01:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,8557194,8557194,0.26935848593712,973278,0.11373475193977
"2024-01-03 01:00:00","2024-01-03 02:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9307598,9307598,0.29297548532486,905007,0.097745351493359
"2024-01-03 02:00:00","2024-01-03 03:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10899389,10899389,0.34307599067688,899792,0.082602150738239
"2024-01-03 03:00:00","2024-01-03 04:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11008402,11008402,0.34650275111198,907835,0.082466848194599
"2024-01-03 04:00:00","2024-01-03 05:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11399496,11399496,0.35880848765373,931757,0.08179335296154
"2024-01-03 05:00:00","2024-01-03 06:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,12662140,12662140,0.39854601025581,1020652,0.080596074461937
"2024-01-03 06:00:00","2024-01-03 07:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,13124835,13124835,0.41310399770737,1118323,0.085205473005772
"2024-01-03 07:00:00","2024-01-03 08:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,13384652,13384652,0.42127650976181,1244534,0.092979148030281
"2024-01-03 08:00:00","2024-01-03 09:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,13581465,13581465,0.427465736866,1266416,0.093246303498745
"2024-01-03 09:00:00","2024-01-03 10:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,14310265,14310265,0.45039799809456,1295045,0.090549096465111
"2024-01-03 10:00:00","2024-01-03 11:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,15614083,15614083,0.49142774939537,1314788,0.08420692384243
"2024-01-03 11:00:00","2024-01-03 12:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,15945254,15945254,0.501844227314,1279622,0.080253727734089
"2024-01-03 12:00:00","2024-01-03 13:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,16052454,16052454,0.50521147251129,1299195,0.080925174057484
"2024-01-03 13:00:00","2024-01-03 14:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,15747598,15747598,0.49561074376106,1372975,0.087248027324677
"2024-01-03 14:00:00","2024-01-03 15:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,14442490,14442490,0.45453050732613,1625135,0.11293599754572
