"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2021-12-31 23:00:00","2022-01-01 00:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,447364,447364,0.44736525416374,0,0
"2022-01-01 00:00:00","2022-01-01 01:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,646176,646176,0.64617526531219,0,0
"2022-01-01 01:00:00","2022-01-01 02:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,609149,609149,0.60914975404739,0,0
"2022-01-01 02:00:00","2022-01-01 03:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,546791,546791,0.54679125547409,0,0
"2022-01-01 03:00:00","2022-01-01 04:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,496413,496413,0.49641373753548,0,0
"2022-01-01 04:00:00","2022-01-01 05:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,480031,480031,0.48003000020981,0,0
"2022-01-01 05:00:00","2022-01-01 06:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,481474,481474,0.48147374391556,0,0
"2022-01-01 06:00:00","2022-01-01 07:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,481330,481330,0.4813295006752,0,0
"2022-01-01 07:00:00","2022-01-01 08:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,487103,487103,0.48710325360298,0,0
"2022-01-01 08:00:00","2022-01-01 09:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,499156,499156,0.49915623664856,0,0
"2022-01-01 09:00:00","2022-01-01 10:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,499445,499445,0.49944499135017,0,0
"2022-01-01 10:00:00","2022-01-01 11:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,499806,499806,0.49980598688126,0,0
"2022-01-01 11:00:00","2022-01-01 12:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,502332,502332,0.50233197212219,0,0
"2022-01-01 12:00:00","2022-01-01 13:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,510270,510270,0.51027125120163,0,0
"2022-01-01 13:00:00","2022-01-01 14:00:00",Nederland,BiomassPower,Hour,UTC,Providing,Current,544266,544266,0.54426527023315,0,0
