"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2020-12-31 23:00:00","2021-01-01 00:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-01 00:00:00","2021-01-01 01:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-01 01:00:00","2021-01-01 02:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-01 02:00:00","2021-01-01 03:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-01 03:00:00","2021-01-01 04:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-01 04:00:00","2021-01-01 05:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-01 05:00:00","2021-01-01 06:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-01 06:00:00","2021-01-01 07:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-01 07:00:00","2021-01-01 08:00:00",Nederland,Solar,Hour,UTC,Providing,Current,1547,1547,0.00016672724450473,0,0
"2021-01-01 08:00:00","2021-01-01 09:00:00",Nederland,Solar,Hour,UTC,Providing,Current,142944,142944,0.015405245125294,0,0
"2021-01-01 09:00:00","2021-01-01 10:00:00",Nederland,Solar,Hour,UTC,Providing,Current,685659,685659,0.073891676962376,0,0
"2021-01-01 10:00:00","2021-01-01 11:00:00",Nederland,Solar,Hour,UTC,Providing,Current,1344313,1344313,0.14486800134182,0,0
"2021-01-01 11:00:00","2021-01-01 12:00:00",Nederland,Solar,Hour,UTC,Providing,Current,1834146,1834146,0.19764649868011,0,0
"2021-01-01 12:00:00","2021-01-01 13:00:00",Nederland,Solar,Hour,UTC,Providing,Current,1740965,1740965,0.18759874999523,0,0
"2021-01-01 13:00:00","2021-01-01 14:00:00",Nederland,Solar,Hour,UTC,Providing,Current,1247839,1247839,0.13445650041103,0,0
"2021-01-01 14:00:00","2021-01-01 15:00:00",Nederland,Solar,Hour,UTC,Providing,Current,826024,826024,0.089002028107643,0,0
"2021-01-01 15:00:00","2021-01-01 16:00:00",Nederland,Solar,Hour,UTC,Providing,Current,146338,146338,0.015767067670822,0,0
"2021-01-01 16:00:00","2021-01-01 17:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-01 17:00:00","2021-01-01 18:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-01 18:00:00","2021-01-01 19:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-01 19:00:00","2021-01-01 20:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-01 20:00:00","2021-01-01 21:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-01 21:00:00","2021-01-01 22:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-01 22:00:00","2021-01-01 23:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-01 23:00:00","2021-01-02 00:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-02 00:00:00","2021-01-02 01:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-02 01:00:00","2021-01-02 02:00:00",Nederland,Solar,Hour,UTC,Providing,Current,0,0,0,0,0
