"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2021-12-31 23:00:00","2022-01-01 00:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10246506,10246506,0.46432200074196,2674738,0.261036247015
"2022-01-01 00:00:00","2022-01-01 01:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10083044,10083044,0.45690301060677,2467447,0.24476900696754
"2022-01-01 01:00:00","2022-01-01 02:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9595627,9595627,0.43480449914932,2446872,0.25498473644257
"2022-01-01 02:00:00","2022-01-01 03:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9044240,9044240,0.40980926156044,2192782,0.24242499470711
"2022-01-01 03:00:00","2022-01-01 04:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,8799020,8799020,0.39868724346161,2094483,0.23803624510765
"2022-01-01 04:00:00","2022-01-01 05:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,8680516,8680516,0.39330750703812,2079811,0.23959699273109
"2022-01-01 05:00:00","2022-01-01 06:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,8537936,8537936,0.38683751225471,2015426,0.23606725037098
"2022-01-01 06:00:00","2022-01-01 07:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,8628680,8628680,0.3909384906292,2114200,0.24502225220203
"2022-01-01 07:00:00","2022-01-01 08:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,8541432,8541432,0.38697549700737,2157347,0.25257775187492
"2022-01-01 08:00:00","2022-01-01 09:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,9034367,9034367,0.40929725766182,2171526,0.24076424539089
"2022-01-01 09:00:00","2022-01-01 10:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,10413528,10413528,0.4717670083046,2129123,0.20470175147057
"2022-01-01 10:00:00","2022-01-01 11:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,11850314,11850314,0.53684425354004,2182573,0.18428499996662
"2022-01-01 11:00:00","2022-01-01 12:00:00",Nederland,ElectricityMix,Hour,UTC,Providing,Current,13150705,13150705,0.59573900699615,2249335,0.17108625173569
